substrate,arm,band_k,max_delay,basis_terms,samples_per_term,feasible,seed,n,ipc
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260832,350,12.018
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260832,350,1.17
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260832,350,2.032
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260832,350,3.579
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260832,350,6.215
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260832,350,16.009
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260832,350,0.171
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260832,350,0.343
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260832,350,0.716
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260832,350,2.374
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260832,350,7.857
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260832,350,1.544
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260832,350,2.635
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260832,350,4.353
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260832,350,6.887
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260832,350,14.557
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260833,350,2.117
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260833,350,4.148
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260833,350,7.758
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260833,350,10.226
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260833,350,16.516
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260833,350,2.117
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260833,350,4.148
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260833,350,7.758
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260833,350,10.226
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260833,350,16.516
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260833,350,1.964
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260833,350,3.248
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260833,350,3.827
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260833,350,5.629
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260833,350,12.982
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260833,350,2.119
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260833,350,3.909
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260833,350,5.295
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260833,350,6.297
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260833,350,12.611
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260833,350,1.457
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260833,350,1.635
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260833,350,2.054
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260833,350,3.203
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260833,350,9.824
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260833,350,1.787
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260833,350,2.566
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260833,350,3.118
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260833,350,4.379
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260833,350,10.744
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260833,350,0.661
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260833,350,0.765
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260833,350,1.21
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260833,350,2.461
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260833,350,8.677
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260833,350,1.173
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260833,350,1.277
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260833,350,1.771
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260833,350,3.587
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260833,350,10.088
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260833,350,0.611
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260833,350,1.071
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260833,350,1.972
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260833,350,4.577
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260833,350,13.48
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260833,350,0.611
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260833,350,1.071
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260833,350,1.972
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260833,350,4.577
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260833,350,13.48
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260833,350,0.982
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260833,350,1.718
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260833,350,2.776
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260833,350,4.8
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260833,350,12.439
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260833,350,1.094
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260833,350,1.683
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260833,350,2.558
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260833,350,4.505
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260833,350,11.271
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260833,350,0.357
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260833,350,0.657
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260833,350,1.081
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260833,350,3.017
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260833,350,9.454
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260833,350,1.647
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260833,350,2.23
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260833,350,2.857
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260833,350,4.194
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260833,350,10.925
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260833,350,0.172
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260833,350,0.291
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260833,350,0.798
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260833,350,2.618
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260833,350,9.83
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260833,350,1.725
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260833,350,2.128
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260833,350,2.494
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260833,350,3.665
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260833,350,10.201
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260833,350,0.369
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260833,350,0.657
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260833,350,1.314
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260833,350,4.537
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260833,350,14.195
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260833,350,0.369
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260833,350,0.657
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260833,350,1.314
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260833,350,4.537
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260833,350,14.195
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260833,350,0.689
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260833,350,0.936
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260833,350,1.285
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260833,350,3.066
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260833,350,10.453
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260833,350,0.42
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260833,350,0.76
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260833,350,1.603
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260833,350,4.717
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260833,350,14.582
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260833,350,0.228
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260833,350,0.426
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260833,350,0.784
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260833,350,2.506
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260833,350,7.907
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260833,350,0.596
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260833,350,1.078
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260833,350,1.842
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260833,350,4.209
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260833,350,12.307
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260833,350,0.286
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260833,350,0.626
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260833,350,1.315
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260833,350,3.218
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260833,350,10.028
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260833,350,1.123
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260833,350,1.682
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260833,350,2.453
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260833,350,4.245
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260833,350,11.008
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260834,350,2.003
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260834,350,3.987
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260834,350,7.768
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260834,350,11.589
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260834,350,17.464
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260834,350,2.003
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260834,350,3.987
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260834,350,7.768
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260834,350,11.589
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260834,350,17.464
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260834,350,1.998
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260834,350,3.915
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260834,350,5.221
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260834,350,6.922
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260834,350,14.787
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260834,350,1.979
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260834,350,3.814
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260834,350,6.244
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260834,350,7.888
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260834,350,14.172
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260834,350,1.75
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260834,350,2.048
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260834,350,2.381
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260834,350,3.915
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260834,350,9.952
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260834,350,1.882
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260834,350,2.983
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260834,350,3.626
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260834,350,5.308
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260834,350,12.634
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260834,350,0.845
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260834,350,0.937
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260834,350,1.504
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260834,350,3.358
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260834,350,10.222
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260834,350,1.407
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260834,350,1.502
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260834,350,2.122
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260834,350,3.767
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260834,350,11.027
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260834,350,1.025
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260834,350,1.688
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260834,350,3.083
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260834,350,5.372
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260834,350,13.278
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260834,350,1.025
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260834,350,1.688
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260834,350,3.083
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260834,350,5.372
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260834,350,13.278
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260834,350,0.749
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260834,350,1.473
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260834,350,2.43
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260834,350,3.897
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260834,350,10.739
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260834,350,1.484
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260834,350,2.449
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260834,350,4.303
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260834,350,6.98
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260834,350,13.879
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260834,350,0.492
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260834,350,0.891
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260834,350,1.426
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260834,350,2.486
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260834,350,9.479
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260834,350,1.846
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260834,350,3.009
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260834,350,4.972
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260834,350,7.004
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260834,350,12.697
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260834,350,0.22
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260834,350,0.562
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260834,350,1.081
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260834,350,2.681
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260834,350,9.169
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260834,350,1.927
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260834,350,3.289
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260834,350,4.41
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260834,350,6.278
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260834,350,12.292
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260834,350,0.594
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260834,350,0.996
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260834,350,1.951
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260834,350,4.75
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260834,350,11.192
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260834,350,0.594
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260834,350,0.996
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260834,350,1.951
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260834,350,4.75
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260834,350,11.192
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260834,350,0.392
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260834,350,0.653
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260834,350,0.949
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260834,350,2.029
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260834,350,8.624
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260834,350,0.717
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260834,350,1.277
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260834,350,2.432
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260834,350,5.038
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260834,350,12.464
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260834,350,0.229
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260834,350,0.479
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260834,350,0.963
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260834,350,2.812
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260834,350,10.788
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260834,350,1.06
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260834,350,1.763
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260834,350,3.215
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260834,350,5.478
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260834,350,13.226
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260834,350,0.145
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260834,350,0.376
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260834,350,0.947
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260834,350,2.224
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260834,350,7.22
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260834,350,1.518
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260834,350,2.481
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260834,350,4.256
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260834,350,6.865
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260834,350,12.567
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260835,350,2.022
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260835,350,4.094
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260835,350,7.745
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260835,350,10.382
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260835,350,16.749
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260835,350,2.022
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260835,350,4.094
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260835,350,7.745
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260835,350,10.382
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260835,350,16.749
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260835,350,2.025
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260835,350,3.682
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260835,350,4.996
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260835,350,6.633
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260835,350,13.133
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260835,350,1.965
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260835,350,3.758
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260835,350,4.754
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260835,350,6.4
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260835,350,13.179
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260835,350,1.831
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260835,350,2.052
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260835,350,2.45
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260835,350,4.328
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260835,350,9.854
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260835,350,1.734
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260835,350,2.4
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260835,350,2.777
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260835,350,4.602
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260835,350,12.036
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260835,350,0.751
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260835,350,0.796
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260835,350,1.345
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260835,350,3.033
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260835,350,10.018
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260835,350,1.186
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260835,350,1.378
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260835,350,1.909
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260835,350,3.583
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260835,350,10.702
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260835,350,0.57
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260835,350,0.988
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260835,350,1.902
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260835,350,4.116
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260835,350,11.18
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260835,350,0.57
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260835,350,0.988
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260835,350,1.902
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260835,350,4.116
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260835,350,11.18
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260835,350,0.635
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260835,350,1.013
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260835,350,1.976
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260835,350,3.863
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260835,350,8.598
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260835,350,1.091
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260835,350,1.754
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260835,350,2.772
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260835,350,4.687
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260835,350,12.501
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260835,350,0.598
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260835,350,0.843
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260835,350,1.456
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260835,350,3.093
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260835,350,8.196
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260835,350,1.677
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260835,350,2.54
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260835,350,3.624
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260835,350,5.709
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260835,350,13.292
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260835,350,0.42
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260835,350,0.715
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260835,350,1.254
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260835,350,2.782
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260835,350,9.946
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260835,350,1.761
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260835,350,2.541
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260835,350,3.191
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260835,350,5.052
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260835,350,12.277
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260835,350,0.207
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260835,350,0.505
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260835,350,1.116
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260835,350,3.764
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260835,350,9.037
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260835,350,0.207
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260835,350,0.505
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260835,350,1.116
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260835,350,3.764
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260835,350,9.037
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260835,350,0.363
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260835,350,0.661
