substrate,arm,band_k,max_delay,basis_terms,samples_per_term,feasible,seed,n,ipc
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260835,350,1.455
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260835,350,3.013
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260835,350,6.939
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260835,350,0.265
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260835,350,0.591
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260835,350,1.415
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260835,350,4.042
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260835,350,10.162
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260835,350,0.376
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260835,350,0.487
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260835,350,1.017
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260835,350,2.665
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260835,350,7.989
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260835,350,0.634
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260835,350,1.072
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260835,350,1.97
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260835,350,4.065
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260835,350,11.177
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260835,350,0.278
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260835,350,0.624
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260835,350,1.366
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260835,350,2.729
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260835,350,10.488
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260835,350,1.158
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260835,350,1.841
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260835,350,2.858
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260835,350,4.803
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260835,350,12.435
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260836,350,1.981
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260836,350,3.974
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260836,350,7.97
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260836,350,11.443
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260836,350,17.258
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260836,350,1.981
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260836,350,3.974
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260836,350,7.97
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260836,350,11.443
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260836,350,17.258
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260836,350,2.197
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260836,350,4.215
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260836,350,5.336
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260836,350,6.424
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260836,350,12.762
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260836,350,1.961
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260836,350,3.882
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260836,350,6.461
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260836,350,7.992
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260836,350,14.343
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260836,350,1.78
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260836,350,2.186
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260836,350,2.705
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260836,350,4.321
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260836,350,11.197
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260836,350,1.83
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260836,350,2.658
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260836,350,3.367
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260836,350,5.054
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260836,350,12.02
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260836,350,0.846
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260836,350,1.02
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260836,350,1.409
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260836,350,2.899
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260836,350,8.834
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260836,350,1.328
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260836,350,1.536
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260836,350,2.194
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260836,350,3.675
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260836,350,10.746
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260836,350,0.834
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260836,350,1.417
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260836,350,2.469
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260836,350,4.96
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260836,350,12.35
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260836,350,0.834
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260836,350,1.417
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260836,350,2.469
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260836,350,4.96
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260836,350,12.35
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260836,350,0.841
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260836,350,1.279
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260836,350,2.027
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260836,350,2.911
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260836,350,8.526
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260836,350,1.29
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260836,350,2.066
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260836,350,3.413
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260836,350,6.027
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260836,350,12.778
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260836,350,0.289
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260836,350,0.514
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260836,350,1.403
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260836,350,2.868
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260836,350,9.272
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260836,350,1.676
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260836,350,2.484
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260836,350,4.055
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260836,350,5.909
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260836,350,11.599
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260836,350,0.094
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260836,350,0.188
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260836,350,0.689
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260836,350,2.99
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260836,350,8.399
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260836,350,1.863
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260836,350,2.793
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260836,350,3.917
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260836,350,5.629
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260836,350,11.301
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260836,350,0.417
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260836,350,0.635
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260836,350,1.319
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260836,350,3.161
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260836,350,10.552
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260836,350,0.417
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260836,350,0.635
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260836,350,1.319
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260836,350,3.161
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260836,350,10.552
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260836,350,0.352
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260836,350,0.612
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260836,350,1.009
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260836,350,2.216
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260836,350,8.476
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260836,350,0.505
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260836,350,0.925
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260836,350,1.748
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260836,350,3.717
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260836,350,11.13
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260836,350,0.081
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260836,350,0.129
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260836,350,0.759
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260836,350,2.078
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260836,350,8.098
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260836,350,0.854
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260836,350,1.46
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260836,350,2.525
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260836,350,5.235
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260836,350,12.164
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260836,350,0.077
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260836,350,0.29
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260836,350,0.51
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260836,350,2.554
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260836,350,9.051
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260836,350,1.234
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260836,350,1.988
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260836,350,3.286
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260836,350,5.624
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260836,350,11.735
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260837,350,2.018
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260837,350,4.019
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260837,350,7.905
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260837,350,11.747
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260837,350,17.749
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260837,350,2.018
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260837,350,4.019
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260837,350,7.905
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260837,350,11.747
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260837,350,17.749
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260837,350,1.955
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260837,350,3.775
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260837,350,5.473
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260837,350,7.019
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260837,350,14.203
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260837,350,2.017
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260837,350,3.983
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260837,350,5.914
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260837,350,7.351
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260837,350,13.661
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260837,350,1.683
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260837,350,2.125
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260837,350,2.528
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260837,350,4.026
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260837,350,11.11
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260837,350,1.912
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260837,350,2.804
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260837,350,3.2
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260837,350,4.877
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260837,350,11.33
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260837,350,0.963
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260837,350,1.15
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260837,350,1.547
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260837,350,3.416
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260837,350,9.242
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260837,350,1.397
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260837,350,1.512
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260837,350,1.833
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260837,350,3.767
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260837,350,9.475
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260837,350,0.856
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260837,350,1.444
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260837,350,2.65
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260837,350,5.301
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260837,350,12.206
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260837,350,0.856
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260837,350,1.444
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260837,350,2.65
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260837,350,5.301
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260837,350,12.206
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260837,350,0.843
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260837,350,1.337
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260837,350,2.334
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260837,350,4.433
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260837,350,11.025
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260837,350,1.312
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260837,350,2.128
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260837,350,3.465
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260837,350,6.545
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260837,350,12.544
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260837,350,0.166
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260837,350,0.301
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260837,350,0.875
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260837,350,2.721
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260837,350,8.373
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260837,350,1.714
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260837,350,2.672
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260837,350,3.984
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260837,350,6.028
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260837,350,12.187
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260837,350,0.294
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260837,350,0.532
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260837,350,0.841
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260837,350,2.228
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260837,350,7.498
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260837,350,1.867
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260837,350,2.907
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260837,350,3.477
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260837,350,5.133
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260837,350,11.053
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260837,350,0.483
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260837,350,0.822
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260837,350,1.764
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260837,350,3.845
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260837,350,10.152
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260837,350,0.483
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260837,350,0.822
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260837,350,1.764
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260837,350,3.845
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260837,350,10.152
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260837,350,0.489
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260837,350,0.833
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260837,350,1.611
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260837,350,3.575
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260837,350,8.893
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260837,350,0.557
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260837,350,1.072
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260837,350,2.126
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260837,350,4.442
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260837,350,11.509
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260837,350,0.149
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260837,350,0.459
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260837,350,1.376
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260837,350,3.489
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260837,350,9.051
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260837,350,0.875
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260837,350,1.466
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260837,350,2.653
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260837,350,5.342
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260837,350,11.855
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260837,350,0.194
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260837,350,0.314
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260837,350,0.565
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260837,350,1.957
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260837,350,6.939
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260837,350,1.321
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260837,350,2.11
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260837,350,3.364
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260837,350,6.144
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260837,350,12.154
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260838,350,2.009
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260838,350,4.003
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260838,350,8.006
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260838,350,11.836
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260838,350,19.416
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260838,350,2.009
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260838,350,4.003
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260838,350,8.006
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260838,350,11.836
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260838,350,19.416
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260838,350,2.014
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260838,350,3.726
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260838,350,4.93
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260838,350,6.857
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260838,350,12.768
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260838,350,2.009
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260838,350,3.774
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260838,350,6.1
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260838,350,8.135
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260838,350,15.284
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260838,350,1.759
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260838,350,2.185
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260838,350,2.483
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260838,350,4.321
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260838,350,12.05
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260838,350,1.853
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260838,350,2.829
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260838,350,3.433
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260838,350,5.53
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260838,350,12.057
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260838,350,0.818
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260838,350,1.029
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260838,350,1.562
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260838,350,3.634
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260838,350,10.455
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260838,350,1.108
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260838,350,1.324
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260838,350,1.825
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260838,350,3.689
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260838,350,9.893
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260838,350,1.016
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260838,350,1.606
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260838,350,2.593
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260838,350,5.75
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260838,350,14.166
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260838,350,1.016
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260838,350,1.606
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260838,350,2.593
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260838,350,5.75
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260838,350,14.166
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260838,350,0.431
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260838,350,0.733
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260838,350,1.062
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260838,350,2.604
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260838,350,9.626
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260838,350,1.454
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260838,350,2.318
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260838,350,3.657
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260838,350,6.909
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260838,350,15.945
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260838,350,0.433
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260838,350,0.709
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260838,350,1.413
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260838,350,3.386
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260838,350,11.434
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260838,350,1.826
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260838,350,2.961
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260838,350,4.476
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260838,350,7.557
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260838,350,15.178
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260838,350,0.485
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260838,350,0.833
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260838,350,1.236
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260838,350,3.024
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260838,350,9.169
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260838,350,1.954
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260838,350,3.06
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260838,350,3.964
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260838,350,5.996
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260838,350,13.168
